category,tag,problem_id,title,difficulty,diff_band,solver,url
Technique,imos法,arc045_b,B. ドキドキデート大作戦高橋君,1526,1200-1599,1797,https://atcoder.jp/contests/arc045/tasks/arc045_b
Technique,imos法,abc001_4,D. 感雨時刻の整理,1565,1200-1599,3756,https://atcoder.jp/contests/abc001/tasks/abc001_4
Technique,imos法,abc017_3,C. ハイスコア,1607,1600-1999,2982,https://atcoder.jp/contests/abc017/tasks/abc017_3
Technique,imos法,arc136_d,D. Without Carry,1908,1600-1999,1908,https://atcoder.jp/contests/arc136/tasks/arc136_d
Technique,imos法,arc077_c,E. guruguru,2117,2000-2399,1796,https://atcoder.jp/contests/arc077/tasks/arc077_c
Technique,imos法,abc342_f,F. Black Jack,2141,2000-2399,1421,https://atcoder.jp/contests/abc342/tasks/abc342_f
Technique,imos法,arc067_d,F. Yakiniku Restaurants,2729,2400-2799,1466,https://atcoder.jp/contests/arc067/tasks/arc067_d
Technique,imos法,abc155_f,F. Perils in Parallel,2738,2400-2799,1213,https://atcoder.jp/contests/abc155/tasks/abc155_f
Technique,imos法,dp_m,M. Candies,,unknown,17583,https://atcoder.jp/contests/dp/tasks/dp_m
Technique,imos法,math_and_algorithm_al,041. Convenience Store 2,,unknown,5682,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_al
Technique,imos法,typical90_ab,028. Cluttered Paper（★4）,,unknown,5567,https://atcoder.jp/contests/typical90/tasks/typical90_ab
Technique,imos法,joi2015ho_a,A. 鉄道旅行 (Railroad Trip),,unknown,1842,https://atcoder.jp/contests/joi2015ho/tasks/joi2015ho_a
Technique,imos法,math_and_algorithm_aj,039. Snowy Days,,unknown,1603,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_aj
Technique,imos法,joi2012ho4,D. 釘 (Nails),,unknown,1063,https://atcoder.jp/contests/joi2012ho/tasks/joi2012ho4
Technique,imos法,joi2016ho_b,B. スタンプラリー 2 (Collecting Stamps 2),,unknown,905,https://atcoder.jp/contests/joi2016ho/tasks/joi2016ho_b
Technique,imos法,past201912_n,N. Land Clearing,,unknown,718,https://atcoder.jp/contests/past201912-open/tasks/past201912_n
Technique,imos法,joisc2010_stairs,stairs. 階段 (Stairs),,unknown,680,https://atcoder.jp/contests/joisc2010/tasks/joisc2010_stairs
Technique,imos法,jag2016secretspring_b,B. 豪邸と宅配便,,unknown,423,https://atcoder.jp/contests/jag2016-domestic/tasks/jag2016secretspring_b
Technique,imos法,bitflyer2018_qual_d,D. ハンコ,,unknown,411,https://atcoder.jp/contests/bitflyer2018-qual/tasks/bitflyer2018_qual_d
Technique,imos法,jag2017summer_day3_a,A. Star in Parentheses,,unknown,320,https://atcoder.jp/contests/jag2017summer-day3/tasks/jag2017summer_day3_a
Technique,imos法,qupc2018_e,E. Treeone,,unknown,237,https://atcoder.jp/contests/qupc2018/tasks/qupc2018_e
Technique,imos法,tkppc4_2_f,F. Segtree☆Magica,,unknown,93,https://atcoder.jp/contests/tkppc4-2/tasks/tkppc4_2_f
Technique,imos法,kupc2012_6,F. Acceleration of Network,,unknown,86,https://atcoder.jp/contests/kupc2012/tasks/kupc2012_6
Technique,その他,abc202_c,C. Made Up,130,0-399,14346,https://atcoder.jp/contests/abc202/tasks/abc202_c
Technique,その他,arc130_b,B. Colorful Lines,576,400-799,3292,https://atcoder.jp/contests/arc130/tasks/arc130_b
Technique,その他,arc026_2,B. 完全数,1199,800-1199,3316,https://atcoder.jp/contests/arc026/tasks/arc026_2
Technique,その他,arc126_b,B. Cross-free Matching,1370,1200-1599,2601,https://atcoder.jp/contests/arc126/tasks/arc126_b
Technique,その他,abc272_e,E. Add and Mex,1434,1200-1599,4234,https://atcoder.jp/contests/abc272/tasks/abc272_e
Technique,その他,arc120_c,C. Swaps 2,1478,1200-1599,2503,https://atcoder.jp/contests/arc120/tasks/arc120_c
Technique,その他,abc183_f,F. Confluence,1586,1200-1599,4092,https://atcoder.jp/contests/abc183/tasks/abc183_f
Technique,その他,abc351_e,E. Jump Distance Sum,1627,1600-1999,3600,https://atcoder.jp/contests/abc351/tasks/abc351_e
Technique,その他,arc119_e,E. Pancakes,2502,2400-2799,762,https://atcoder.jp/contests/arc119/tasks/arc119_e
Technique,その他,code_formula_2014_final_h,H. 平和協定,2726,2400-2799,98,https://atcoder.jp/contests/code-formula-2014-final/tasks/code_formula_2014_final_h
Technique,その他,typical90_aj,036. Max Manhattan Distance（★5）,,unknown,3630,https://atcoder.jp/contests/typical90/tasks/typical90_aj
Technique,その他,typical90_bj,062. Paint All（★6）,,unknown,1467,https://atcoder.jp/contests/typical90/tasks/typical90_bj
Technique,その他,fft_c,C. 高速フーリエ変換,,unknown,1391,https://atcoder.jp/contests/atc001/tasks/fft_c
Technique,その他,practice2_h,H. Two SAT,,unknown,1107,https://atcoder.jp/contests/practice2/tasks/practice2_h
Technique,その他,typical90_cj,088. Similar but Different Ways（★6）,,unknown,1028,https://atcoder.jp/contests/typical90/tasks/typical90_cj
Technique,その他,typical90_bg,059. Many Graph Queries（★7）,,unknown,823,https://atcoder.jp/contests/typical90/tasks/typical90_bg
Technique,その他,qupc2014_c,C. 案内所,,unknown,326,https://atcoder.jp/contests/qupc2014/tasks/qupc2014_c
Technique,その他,past202104_m,M. Equal Queries,,unknown,257,https://atcoder.jp/contests/past202104-open/tasks/past202104_m
Technique,その他,dwango2017final_b,B. ニワンゴくんの約数,,unknown,108,https://atcoder.jp/contests/dwacon2017-honsen/tasks/dwango2017final_b
Technique,シミュレーション,m_solutions2020_b,B. Magic 2,-315,<0,9437,https://atcoder.jp/contests/m-solutions2020/tasks/m_solutions2020_b
Technique,シミュレーション,abc319_b,B. Measure,-299,<0,16977,https://atcoder.jp/contests/abc319/tasks/abc319_b
Technique,シミュレーション,abc332_b,B. Glass and Mug,-265,<0,13038,https://atcoder.jp/contests/abc332/tasks/abc332_b
Technique,シミュレーション,abc256_b,B. Batters,-227,<0,11445,https://atcoder.jp/contests/abc256/tasks/abc256_b
Technique,シミュレーション,abc328_b,B. 11/11,-213,<0,12899,https://atcoder.jp/contests/abc328/tasks/abc328_b
Technique,シミュレーション,abc165_b,B. 1%,-200,<0,20276,https://atcoder.jp/contests/abc165/tasks/abc165_b
Technique,シミュレーション,abc257_b,B. 1D Pawn,-194,<0,10697,https://atcoder.jp/contests/abc257/tasks/abc257_b
Technique,シミュレーション,abc207_b,B. Hydrate,-161,<0,13379,https://atcoder.jp/contests/abc207/tasks/abc207_b
Technique,シミュレーション,abc318_b,B. Overlapping sheets,-152,<0,15443,https://atcoder.jp/contests/abc318/tasks/abc318_b
Technique,シミュレーション,abc294_c,C. Merge Sequences,-59,<0,11217,https://atcoder.jp/contests/abc294/tasks/abc294_c
Technique,シミュレーション,abc216_c,C. Many Balls,-6,<0,13618,https://atcoder.jp/contests/abc216/tasks/abc216_c
Technique,シミュレーション,tenka1_2012_qualA_1,A. 算盤の書,8,0-399,2095,https://atcoder.jp/contests/tenka1-2012-qualA/tasks/tenka1_2012_qualA_1
Technique,シミュレーション,abc215_c,C. One More aab aba baa,76,0-399,13308,https://atcoder.jp/contests/abc215/tasks/abc215_c
Technique,シミュレーション,abc273_b,B. Broken Rounding,77,0-399,9828,https://atcoder.jp/contests/abc273/tasks/abc273_b
Technique,シミュレーション,code_festival_qualB_b,B. 歩く人,144,0-399,2200,https://atcoder.jp/contests/code-festival-2014-qualb/tasks/code_festival_qualB_b
Technique,シミュレーション,abc166_c,C. Peaks,233,0-399,17226,https://atcoder.jp/contests/abc166/tasks/abc166_c
Technique,シミュレーション,agc041_a,A. Table Tennis Training,245,0-399,7550,https://atcoder.jp/contests/agc041/tasks/agc041_a
Technique,シミュレーション,agc014_a,A. Cookie Exchanges,279,0-399,9096,https://atcoder.jp/contests/agc014/tasks/agc014_a
Technique,シミュレーション,abc151_c,C. Welcome to AtCoder,327,0-399,14523,https://atcoder.jp/contests/abc151/tasks/abc151_c
Technique,シミュレーション,abc210_c,C. Colorful Candies,357,0-399,11554,https://atcoder.jp/contests/abc210/tasks/abc210_c
Technique,シミュレーション,abc171_d,D. Replacing,498,400-799,14178,https://atcoder.jp/contests/abc171/tasks/abc171_d
Technique,シミュレーション,arc007_2,B. 迷子のCDケース,529,400-799,2767,https://atcoder.jp/contests/arc007/tasks/arc007_2
Technique,シミュレーション,abc019_2,B. 高橋くんと文字列圧縮,534,400-799,7166,https://atcoder.jp/contests/abc019/tasks/abc019_2
Technique,シミュレーション,abc167_d,D. Teleporter,754,400-799,13248,https://atcoder.jp/contests/abc167/tasks/abc167_d
Technique,シミュレーション,abc225_d,D. Play Train,778,400-799,7654,https://atcoder.jp/contests/abc225/tasks/abc225_d
Technique,シミュレーション,abc184_c,C. Super Ryuma,782,400-799,9064,https://atcoder.jp/contests/abc184/tasks/abc184_c
Technique,シミュレーション,agc007_a,A. Shik and Stone,792,400-799,5561,https://atcoder.jp/contests/agc007/tasks/agc007_a
Technique,シミュレーション,abc136_d,D. Gathering Children,794,400-799,10878,https://atcoder.jp/contests/abc136/tasks/abc136_d
Technique,シミュレーション,arc006_2,B. あみだくじ,814,800-1199,2630,https://atcoder.jp/contests/arc006/tasks/arc006_2
Technique,シミュレーション,abc379_c,C. Sowing Stones,951,800-1199,7252,https://atcoder.jp/contests/abc379/tasks/abc379_c
Technique,シミュレーション,agc002_b,B. Box and Ball,981,800-1199,6075,https://atcoder.jp/contests/agc002/tasks/agc002_b
Technique,シミュレーション,abc024_c,C. 民族大移動,1007,800-1199,3947,https://atcoder.jp/contests/abc024/tasks/abc024_c
Technique,シミュレーション,tenka1_2012_10,B. ロイヤルストレートフラッシュ,1080,800-1199,1318,https://atcoder.jp/contests/tenka1-2012-qualC/tasks/tenka1_2012_10
Technique,シミュレーション,arc109_c,C. Large RPS Tournament,1157,800-1199,3504,https://atcoder.jp/contests/arc109/tasks/arc109_c
Technique,シミュレーション,abc179_e,E. Sequence Sum,1175,800-1199,6547,https://atcoder.jp/contests/abc179/tasks/abc179_e
Technique,シミュレーション,abc270_e,E. Apple Baskets on Circle,1211,1200-1599,5301,https://atcoder.jp/contests/abc270/tasks/abc270_e
Technique,シミュレーション,tenka1_2013_qualB_b,B. 天下一後入れ先出しデータ構造,1286,1200-1599,1237,https://atcoder.jp/contests/tenka1-2013-qualb/tasks/tenka1_2013_qualB_b
Technique,シミュレーション,agc041_b,B. Voting Judges,1486,1200-1599,2658,https://atcoder.jp/contests/agc041/tasks/agc041_b
Technique,シミュレーション,abc170_e,E. Smart Infants,1502,1200-1599,5192,https://atcoder.jp/contests/abc170/tasks/abc170_e
Technique,シミュレーション,tenka1_2014_qualA_b,B. かぶりん！,1576,1200-1599,798,https://atcoder.jp/contests/tenka1-2014-quala/tasks/tenka1_2014_qualA_b
Technique,シミュレーション,abc440_e,E. Cookies,1603,1600-1999,2774,https://atcoder.jp/contests/abc440/tasks/abc440_e
Technique,シミュレーション,abc204_e,E. Rush Hour 2,1710,1600-1999,2917,https://atcoder.jp/contests/abc204/tasks/abc204_e
Technique,シミュレーション,abc203_e,E. White Pawn,1750,1600-1999,2632,https://atcoder.jp/contests/abc203/tasks/abc203_e
Technique,シミュレーション,codefestival_2015_qualB_d,"D. Squares, Pieces and Coloring",1965,1600-1999,528,https://atcoder.jp/contests/code-festival-2015-qualb/tasks/codefestival_2015_qualB_d
Technique,シミュレーション,arc039_c,C. 幼稚園児高橋君,2004,2000-2399,674,https://atcoder.jp/contests/arc039/tasks/arc039_c
Technique,シミュレーション,abc212_f,F. Greedy Takahashi,2332,2000-2399,1342,https://atcoder.jp/contests/abc212/tasks/abc212_f
Technique,シミュレーション,donuts_2015_4,D. ドーナツの箱詰め,2383,2000-2399,197,https://atcoder.jp/contests/donuts-2015/tasks/donuts_2015_4
Technique,シミュレーション,agc044_c,C. Strange Dance,2889,2800-3199,864,https://atcoder.jp/contests/agc044/tasks/agc044_c
Technique,シミュレーション,agc011_d,D. Half Reflector,2931,2800-3199,888,https://atcoder.jp/contests/agc011/tasks/agc011_d
Technique,シミュレーション,arc049_d,D. すわっぷしまーす,2988,2800-3199,63,https://atcoder.jp/contests/arc049/tasks/arc049_d
Technique,シミュレーション,past201912_b,B. Up and Down,,unknown,7685,https://atcoder.jp/contests/past201912-open/tasks/past201912_b
Technique,シミュレーション,pakencamp_2019_day3_c,C. カラオケ,,unknown,6877,https://atcoder.jp/contests/pakencamp-2019-day3/tasks/pakencamp_2019_day3_c
Technique,シミュレーション,typical90_bo,067. Base 8 to 9（★2）,,unknown,6710,https://atcoder.jp/contests/typical90/tasks/typical90_bo
Technique,シミュレーション,typical90_ar,044. Shift and Swapping（★3）,,unknown,6429,https://atcoder.jp/contests/typical90/tasks/typical90_ar
Technique,シミュレーション,past201912_d,D. Duplicated?,,unknown,5450,https://atcoder.jp/contests/past201912-open/tasks/past201912_d
Technique,シミュレーション,typical90_bl,064. Uplift（★3）,,unknown,5024,https://atcoder.jp/contests/typical90/tasks/typical90_bl
Technique,シミュレーション,past201912_e,E. Restore,,unknown,4410,https://atcoder.jp/contests/past201912-open/tasks/past201912_e
Technique,シミュレーション,past202004_c,C. Landslide,,unknown,2714,https://atcoder.jp/contests/past202004-open/tasks/past202004_c
Technique,シミュレーション,past202005_e,E. Sprinklers,,unknown,2471,https://atcoder.jp/contests/past202005-open/tasks/past202005_e
Technique,シミュレーション,past201912_h,H. Bulk Selling,,unknown,2341,https://atcoder.jp/contests/past201912-open/tasks/past201912_h
Technique,シミュレーション,typical90_bp,068. Paired Information（★5）,,unknown,2096,https://atcoder.jp/contests/typical90/tasks/typical90_bp
Technique,シミュレーション,bitflyer2018_qual_b,B. 洋菓子店,,unknown,2080,https://atcoder.jp/contests/bitflyer2018-qual/tasks/bitflyer2018_qual_b
Technique,シミュレーション,past202004_e,E. Permutation,,unknown,1669,https://atcoder.jp/contests/past202004-open/tasks/past202004_e
Technique,シミュレーション,joi2020_yo1a_c,C. マージ (Merge),,unknown,1628,https://atcoder.jp/contests/joi2020yo1a/tasks/joi2020_yo1a_c
Technique,シミュレーション,iroha2019_day1_c,C. Halcyon,,unknown,1528,https://atcoder.jp/contests/iroha2019-day1/tasks/iroha2019_day1_c
Technique,シミュレーション,joi2019_yo_b,B. すごろくと駒 (Sugoroku and Pieces),,unknown,1508,https://atcoder.jp/contests/joi2019yo/tasks/joi2019_yo_b
Technique,シミュレーション,past202005_b,B. Dynamic Scoring,,unknown,1490,https://atcoder.jp/contests/past202005-open/tasks/past202005_b
Technique,シミュレーション,past202004_g,G. String Query,,unknown,1467,https://atcoder.jp/contests/past202004-open/tasks/past202004_g
Technique,シミュレーション,kupc2019_a,A. November Festival,,unknown,1306,https://atcoder.jp/contests/kupc2019/tasks/kupc2019_a
Technique,シミュレーション,joi2008yo_c,C. カードゲーム,,unknown,1230,https://atcoder.jp/contests/joi2008yo/tasks/joi2008yo_c
Technique,シミュレーション,joi2007yo_d,D. カードの並び替え,,unknown,1215,https://atcoder.jp/contests/joi2007yo/tasks/joi2007yo_d
Technique,シミュレーション,dwacon2018_prelims_b,B. 2525文字列分解,,unknown,1177,https://atcoder.jp/contests/dwacon2018-prelims/tasks/dwacon2018_prelims_b
Technique,シミュレーション,joi2016yo_b,B. ゼッケンの交換 (Swapping Bibs),,unknown,1167,https://atcoder.jp/contests/joi2016yo/tasks/joi2016yo_b
Technique,シミュレーション,past202004_i,I. Elimination,,unknown,1164,https://atcoder.jp/contests/past202004-open/tasks/past202004_i
Technique,シミュレーション,joi2010yo_b,B. すごろく,,unknown,1153,https://atcoder.jp/contests/joi2010yo/tasks/joi2010yo_b
Technique,シミュレーション,kupc2020_a,A. Classroom Distance,,unknown,1144,https://atcoder.jp/contests/kupc2020/tasks/kupc2020_a
Technique,シミュレーション,s8pc_6_a,"A. E869120, who Leaps through Time",,unknown,1143,https://atcoder.jp/contests/s8pc-6/tasks/s8pc_6_a
Technique,シミュレーション,joi2012yo_b,B. サッカー (Soccer),,unknown,1068,https://atcoder.jp/contests/joi2012yo/tasks/joi2012yo_b
Technique,シミュレーション,joi2015yo_c,C. 気象予報士 (Weather Forecaster),,unknown,1057,https://atcoder.jp/contests/joi2015yo/tasks/joi2015yo_c
Technique,シミュレーション,joi2021_yo2_a,A. 往復すごろく (Round Sugoroku),,unknown,1044,https://atcoder.jp/contests/joi2021yo2/tasks/joi2021_yo2_a
Technique,シミュレーション,joi2014yo_c,C. 超都観光 (Super Metropolis),,unknown,1022,https://atcoder.jp/contests/joi2014yo/tasks/joi2014yo_c
Technique,シミュレーション,iroha2019_day1_e,E. 放課後,,unknown,984,https://atcoder.jp/contests/iroha2019-day1/tasks/iroha2019_day1_e
Technique,シミュレーション,pakencamp_2019_day3_b,B. 多数決,,unknown,915,https://atcoder.jp/contests/pakencamp-2019-day3/tasks/pakencamp_2019_day3_b
Technique,シミュレーション,past202005_i,I. Matrix Operations,,unknown,904,https://atcoder.jp/contests/past202005-open/tasks/past202005_i
Technique,シミュレーション,joi2006yo_a,A. JOI 2006 予選 問題1,,unknown,843,https://atcoder.jp/contests/joi2006yo/tasks/joi2006yo_a
Technique,シミュレーション,past201912_n,N. Land Clearing,,unknown,718,https://atcoder.jp/contests/past201912-open/tasks/past201912_n
Technique,シミュレーション,ddcc_2016_final_a,A. 正方形のチップ,,unknown,707,https://atcoder.jp/contests/ddcc2016-final/tasks/ddcc_2016_final_a
Technique,シミュレーション,s8pc_5_a,A. Sushi 2,,unknown,690,https://atcoder.jp/contests/s8pc-5/tasks/s8pc_5_a
Technique,シミュレーション,pakencamp_2019_day4_b,B. 情報の伝達,,unknown,622,https://atcoder.jp/contests/pakencamp-2019-day4/tasks/pakencamp_2019_day4_b
Technique,シミュレーション,past202104_f,F. Safety System,,unknown,620,https://atcoder.jp/contests/past202104-open/tasks/past202104_f
Technique,シミュレーション,joisc2010_contest,contest. コンテスト (Contest),,unknown,574,https://atcoder.jp/contests/joisc2010/tasks/joisc2010_contest
Technique,シミュレーション,utpc2014_a,A. 二重否定除去法則,,unknown,504,https://atcoder.jp/contests/utpc2014/tasks/utpc2014_a
Technique,シミュレーション,joi2006yo_c,C. JOI 2006 予選 問題3,,unknown,456,https://atcoder.jp/contests/joi2006yo/tasks/joi2006yo_c
Technique,シミュレーション,jag2016secretspring_b,B. 豪邸と宅配便,,unknown,423,https://atcoder.jp/contests/jag2016-domestic/tasks/jag2016secretspring_b
Technique,シミュレーション,tkppc4_1_f,F. 不便な橋,,unknown,418,https://atcoder.jp/contests/tkppc4-1/tasks/tkppc4_1_f
Technique,シミュレーション,relay_c,C. Kode Festival,,unknown,412,https://atcoder.jp/contests/cf16-relay-open/tasks/relay_c
Technique,シミュレーション,tkppc2015_c,C. お姉ちゃんって呼んで (Call me sister),,unknown,402,https://atcoder.jp/contests/tkppc/tasks/tkppc2015_c
Technique,シミュレーション,joi2009yo_e,E. シャッフル,,unknown,399,https://atcoder.jp/contests/joi2009yo/tasks/joi2009yo_e
Technique,シミュレーション,donuts_live2014_1,A. 勤怠管理,,unknown,378,https://atcoder.jp/contests/donuts-live2014/tasks/donuts_live2014_1
Technique,シミュレーション,relay2_b,B. Evergrowing Tree,,unknown,326,https://atcoder.jp/contests/cf17-relay-open/tasks/relay2_b
Technique,シミュレーション,past202005_n,N. Swap and Sort,,unknown,321,https://atcoder.jp/contests/past202005-open/tasks/past202005_n
Technique,シミュレーション,code_thanks_festival_2015_d,D. 暴露,,unknown,302,https://atcoder.jp/contests/code-thanks-festival-2015-open/tasks/code_thanks_festival_2015_d
Technique,シミュレーション,qupc2014_b,B. 元素の系統名,,unknown,296,https://atcoder.jp/contests/qupc2014/tasks/qupc2014_b
Technique,シミュレーション,joisc2010_aplusb,aplusb. 足し算 (a + b problem),,unknown,285,https://atcoder.jp/contests/joisc2010/tasks/joisc2010_aplusb
Technique,シミュレーション,past202104_m,M. Equal Queries,,unknown,257,https://atcoder.jp/contests/past202104-open/tasks/past202104_m
Technique,シミュレーション,k4pc_b,B. コミュニケーション能力(Communication Ability),,unknown,225,https://atcoder.jp/contests/k4pc/tasks/k4pc_b
Technique,シミュレーション,ddcc_2016_final_c,C. 01文字列,,unknown,187,https://atcoder.jp/contests/ddcc2016-final/tasks/ddcc_2016_final_c
Technique,シミュレーション,maximum_2013_e,E. Alicia's Rare card Challenge,,unknown,116,https://atcoder.jp/contests/maximum-cup-2013/tasks/maximum_2013_e
Technique,シミュレーション,maximum_2013_j,J. ALPHAのならび,,unknown,110,https://atcoder.jp/contests/maximum-cup-2013/tasks/maximum_2013_j
Technique,シミュレーション,kupc2012_6,F. Acceleration of Network,,unknown,86,https://atcoder.jp/contests/kupc2012/tasks/kupc2012_6
Technique,ソート,abc377_a,A. Rearranging ABC,-1012,<0,13526,https://atcoder.jp/contests/abc377/tasks/abc377_a
Technique,ソート,abc205_b,B. Permutation Check,-889,<0,18627,https://atcoder.jp/contests/abc205/tasks/abc205_b
Technique,ソート,abc171_b,B. Mix Juice,-765,<0,20633,https://atcoder.jp/contests/abc171/tasks/abc171_b
Technique,ソート,abc317_b,B. MissingNo.,-764,<0,14098,https://atcoder.jp/contests/abc317/tasks/abc317_b
Technique,ソート,abc213_b,B. Booby Prize,-692,<0,16907,https://atcoder.jp/contests/abc213/tasks/abc213_b
Technique,ソート,abc201_b,B. Do you know the second highest mountain?,-614,<0,17762,https://atcoder.jp/contests/abc201/tasks/abc201_b
Technique,ソート,abc242_b,B. Minimize Ordering,-478,<0,15073,https://atcoder.jp/contests/abc242/tasks/abc242_b
Technique,ソート,abc088_b,B. Card Game for Two,-182,<0,65206,https://atcoder.jp/contests/abc088/tasks/abc088_b
Technique,ソート,abc161_b,B. Popular Vote,-148,<0,18405,https://atcoder.jp/contests/abc161/tasks/abc161_b
Technique,ソート,abc132_c,C. Divide the Problems,-99,<0,18457,https://atcoder.jp/contests/abc132/tasks/abc132_c
Technique,ソート,abc134_c,C. Exception Handling,-31,<0,16018,https://atcoder.jp/contests/abc134/tasks/abc134_c
Technique,ソート,abc208_c,C. Fair Candy Distribution,-13,<0,12669,https://atcoder.jp/contests/abc208/tasks/abc208_c
Technique,ソート,abc203_c,C. Friends and Travel costs,54,0-399,12914,https://atcoder.jp/contests/abc203/tasks/abc203_c
Technique,ソート,tenka1_2013_qualB_a,A. 天下一人力比較,147,0-399,1793,https://atcoder.jp/contests/tenka1-2013-qualb/tasks/tenka1_2013_qualB_a
Technique,ソート,abc228_c,C. Final Day,149,0-399,10314,https://atcoder.jp/contests/abc228/tasks/abc228_c
Technique,ソート,abc018_1,A. 豆まき,157,0-399,7667,https://atcoder.jp/contests/abc018/tasks/abc018_1
Technique,ソート,abc219_c,C. Neo-lexicographic Ordering,227,0-399,10522,https://atcoder.jp/contests/abc219/tasks/abc219_c
Technique,ソート,abc279_c,C. RANDOM,246,0-399,9311,https://atcoder.jp/contests/abc279/tasks/abc279_c
Technique,ソート,abc209_c,C. Not Equal,264,0-399,12010,https://atcoder.jp/contests/abc209/tasks/abc209_c
Technique,ソート,abc246_c,C. Coupon,330,0-399,11393,https://atcoder.jp/contests/abc246/tasks/abc246_c
Technique,ソート,abc128_b,B. Guidebook,347,0-399,16827,https://atcoder.jp/contests/abc128/tasks/abc128_b
Technique,ソート,abc121_c,C. Energy Drink Collector,358,0-399,13265,https://atcoder.jp/contests/abc121/tasks/abc121_c
Technique,ソート,abc222_c,C. Swiss-System Tournament,366,0-399,9213,https://atcoder.jp/contests/abc222/tasks/abc222_c
Technique,ソート,agc012_a,A. AtCoder Group Contest,474,400-799,8800,https://atcoder.jp/contests/agc012/tasks/agc012_a
Technique,ソート,abc213_c,C. Reorder Cards,481,400-799,11732,https://atcoder.jp/contests/abc213/tasks/abc213_c
Technique,ソート,arc081_a,C. Make a Rectangle,589,400-799,10310,https://atcoder.jp/contests/abc071/tasks/arc081_a
Technique,ソート,arc013_2,B. 引越しできるかな？,788,400-799,2594,https://atcoder.jp/contests/arc013/tasks/arc013_2
Technique,ソート,abc061_c,C. Big Array,808,800-1199,9814,https://atcoder.jp/contests/abc061/tasks/abc061_c
Technique,ソート,arc103_a,C. /\/\/\/,826,800-1199,10461,https://atcoder.jp/contests/abc111/tasks/arc103_a
Technique,ソート,arc009_2,B. おとぎの国の高橋君,830,800-1199,2623,https://atcoder.jp/contests/arc009/tasks/arc009_2
Technique,ソート,abc221_d,D. Online games,832,800-1199,8317,https://atcoder.jp/contests/abc221/tasks/abc221_d
Technique,ソート,arc042_a,A. 掲示板,861,800-1199,3061,https://atcoder.jp/contests/arc042/tasks/arc042_a
Technique,ソート,arc035_b,B. アットコーダー王国のコンテスト事情,949,800-1199,2443,https://atcoder.jp/contests/arc035/tasks/arc035_b
Technique,ソート,abc386_d,D. Diagonal Separation,996,800-1199,5420,https://atcoder.jp/contests/abc386/tasks/abc386_d
Technique,ソート,nikkei2019_qual_c,C. Different Strokes,1136,800-1199,4558,https://atcoder.jp/contests/nikkei2019-qual/tasks/nikkei2019_qual_c
Technique,ソート,abc181_e,E. Transformable Teacher,1193,800-1199,5259,https://atcoder.jp/contests/abc181/tasks/abc181_e
Technique,ソート,abc080_d,D. Recording,1383,1200-1599,4132,https://atcoder.jp/contests/abc080/tasks/abc080_d
Technique,ソート,abc145_e,E. All-you-can-eat,1528,1200-1599,4476,https://atcoder.jp/contests/abc145/tasks/abc145_e
Technique,ソート,agc003_c,C. BBuBBBlesort!,1541,1200-1599,3861,https://atcoder.jp/contests/agc003/tasks/agc003_c
Technique,ソート,apc001_d,D. Forest,1719,1600-1999,1797,https://atcoder.jp/contests/apc001/tasks/apc001_d
Technique,ソート,arc042_c,C. おやつ,1746,1600-1999,1209,https://atcoder.jp/contests/arc042/tasks/arc042_c
Technique,ソート,abc128_e,E. Roadwork,1840,1600-1999,3556,https://atcoder.jp/contests/abc128/tasks/abc128_e
Technique,ソート,arc053_c,C. 魔法使い高橋君,1901,1600-1999,1186,https://atcoder.jp/contests/arc053/tasks/arc053_c
Technique,ソート,arc018_3,C. 席替え,1979,1600-1999,515,https://atcoder.jp/contests/arc018/tasks/arc018_3
Technique,ソート,typical90_n,014. We Used to Sing a Song Together（★3）,,unknown,9685,https://atcoder.jp/contests/typical90/tasks/typical90_n
Technique,ソート,past201912_c,C. The Third,,unknown,7811,https://atcoder.jp/contests/past201912-open/tasks/past201912_c
Technique,ソート,past201912_d,D. Duplicated?,,unknown,5450,https://atcoder.jp/contests/past201912-open/tasks/past201912_d
Technique,ソート,past201912_f,F. DoubleCamelCase Sort,,unknown,4330,https://atcoder.jp/contests/past201912-open/tasks/past201912_f
Technique,ソート,typical90_k,011. Gravy Jobs（★6）,,unknown,3125,https://atcoder.jp/contests/typical90/tasks/typical90_k
Technique,ソート,judge_update_202004_b,B. Picking Balls,,unknown,2557,https://atcoder.jp/contests/judge-update-202004/tasks/judge_update_202004_b
Technique,ソート,yahoo_procon2017_qual_a,A. Yahoo,,unknown,1938,https://atcoder.jp/contests/yahoo-procon2017-qual/tasks/yahoo_procon2017_qual_a
Technique,ソート,joi2020_yo1a_c,C. マージ (Merge),,unknown,1628,https://atcoder.jp/contests/joi2020yo1a/tasks/joi2020_yo1a_c
Technique,ソート,past202012_d,D. Leading Zeros,,unknown,1142,https://atcoder.jp/contests/past202012-open/tasks/past202012_d
Technique,ソート,code_thanks_festival_2018_c,C. Pair Distance,,unknown,1093,https://atcoder.jp/contests/code-thanks-festival-2018/tasks/code_thanks_festival_2018_c
Technique,ソート,joi2007ho_b,B. 最長の階段,,unknown,1028,https://atcoder.jp/contests/joi2007ho/tasks/joi2007ho_b
Technique,ソート,joi2020ho_a,A. 長いだけのネクタイ (Just Long Neckties),,unknown,887,https://atcoder.jp/contests/joi2020ho/tasks/joi2020ho_a
